[s],CH1[V]
1.30020E-01,1.646E-02
1.30030E-01,1.806E-02
1.30040E-01,1.886E-02
1.30050E-01,1.886E-02
1.30060E-01,1.646E-02
1.30070E-01,1.726E-02
1.30080E-01,1.886E-02
1.30090E-01,1.886E-02
1.30100E-01,1.886E-02
1.30110E-01,1.726E-02
1.30120E-01,1.966E-02
1.30130E-01,2.046E-02
1.30140E-01,1.806E-02
1.30150E-01,1.726E-02
1.30160E-01,1.406E-02
1.30170E-01,1.326E-02
1.30180E-01,1.086E-02
1.30190E-01,1.326E-02
1.30200E-01,1.006E-02
1.30210E-01,1.486E-02
1.30220E-01,1.486E-02
1.30230E-01,1.406E-02
1.30240E-01,1.806E-02
1.30250E-01,1.566E-02
1.30260E-01,1.806E-02
1.30270E-01,1.326E-02
1.30280E-01,1.246E-02
1.30290E-01,1.006E-02
1.30300E-01,1.006E-02
1.30310E-01,6.861E-03
1.30320E-01,1.086E-02
1.30330E-01,1.326E-02
1.30340E-01,1.326E-02
1.30350E-01,1.166E-02
1.30360E-01,1.326E-02
1.30370E-01,1.406E-02
1.30380E-01,1.326E-02
1.30390E-01,1.406E-02
1.30400E-01,1.326E-02
1.30410E-01,1.006E-02
1.30420E-01,1.166E-02
1.30430E-01,1.086E-02
1.30440E-01,1.086E-02
1.30450E-01,1.566E-02
1.30460E-01,1.326E-02
1.30470E-01,1.486E-02
1.30480E-01,1.326E-02
1.30490E-01,1.566E-02
1.30500E-01,1.326E-02
1.30510E-01,1.246E-02
1.30520E-01,1.086E-02
1.30530E-01,1.166E-02
1.30540E-01,1.326E-02
1.30550E-01,1.086E-02
1.30560E-01,1.246E-02
1.30570E-01,1.166E-02
1.30580E-01,1.166E-02
1.30590E-01,1.726E-02
1.30600E-01,1.166E-02
1.30610E-01,1.246E-02
1.30620E-01,1.086E-02
1.30630E-01,1.326E-02
1.30640E-01,1.086E-02
1.30650E-01,1.326E-02
1.30660E-01,1.246E-02
1.30670E-01,1.166E-02
1.30680E-01,1.166E-02
1.30690E-01,1.246E-02
1.30700E-01,1.486E-02
1.30710E-01,1.326E-02
1.30720E-01,1.566E-02
1.30730E-01,1.006E-02
1.30740E-01,1.486E-02
1.30750E-01,1.406E-02
1.30760E-01,1.486E-02
1.30770E-01,1.486E-02
1.30780E-01,1.166E-02
1.30790E-01,1.006E-02
1.30800E-01,1.166E-02
1.30810E-01,1.166E-02
1.30820E-01,1.246E-02
1.30830E-01,1.166E-02
1.30840E-01,1.246E-02
1.30850E-01,1.086E-02
1.30860E-01,9.261E-03
1.30870E-01,9.261E-03
1.30880E-01,1.086E-02
1.30890E-01,1.166E-02
1.30900E-01,1.166E-02
1.30910E-01,1.086E-02
1.30920E-01,9.261E-03
1.30930E-01,1.246E-02
1.30940E-01,1.006E-02
1.30950E-01,1.166E-02
1.30960E-01,1.086E-02
1.30970E-01,1.086E-02
1.30980E-01,1.246E-02
1.30990E-01,1.246E-02
1.31000E-01,1.566E-02
1.31010E-01,1.406E-02
1.31020E-01,1.566E-02
1.31030E-01,1.326E-02
1.31040E-01,1.406E-02
1.31050E-01,1.486E-02
1.31060E-01,1.166E-02
1.31070E-01,1.246E-02
1.31080E-01,9.261E-03
1.31090E-01,1.166E-02
1.31100E-01,1.086E-02
1.31110E-01,1.166E-02
1.31120E-01,1.086E-02
1.31130E-01,1.086E-02
1.31140E-01,1.166E-02
1.31150E-01,1.006E-02
1.31160E-01,1.166E-02
1.31170E-01,1.166E-02
1.31180E-01,1.246E-02
1.31190E-01,1.246E-02
1.31200E-01,1.006E-02
1.31210E-01,1.006E-02
1.31220E-01,7.661E-03
1.31230E-01,1.006E-02
1.31240E-01,8.461E-03
1.31250E-01,9.261E-03
1.31260E-01,4.461E-03
1.31270E-01,7.661E-03
1.31280E-01,8.461E-03
1.31290E-01,9.261E-03
1.31300E-01,1.326E-02
1.31310E-01,1.166E-02
1.31320E-01,1.166E-02
1.31330E-01,1.166E-02
1.31340E-01,1.166E-02
1.31350E-01,1.326E-02
1.31360E-01,1.326E-02
1.31370E-01,1.486E-02
1.31380E-01,1.326E-02
1.31390E-01,1.486E-02
1.31400E-01,1.566E-02
1.31410E-01,1.326E-02
1.31420E-01,1.246E-02
1.31430E-01,1.006E-02
1.31440E-01,1.246E-02
1.31450E-01,1.006E-02
1.31460E-01,1.166E-02
1.31470E-01,8.461E-03
1.31480E-01,1.086E-02
1.31490E-01,9.261E-03
1.31500E-01,9.261E-03
1.31510E-01,1.006E-02
1.31520E-01,6.861E-03
1.31530E-01,9.261E-03
1.31540E-01,7.661E-03
1.31550E-01,9.261E-03
1.31560E-01,6.861E-03
1.31570E-01,8.461E-03
1.31580E-01,6.061E-03
1.31590E-01,8.461E-03
1.31600E-01,1.166E-02
1.31610E-01,1.086E-02
1.31620E-01,1.086E-02
1.31630E-01,1.086E-02
1.31640E-01,8.461E-03
1.31650E-01,8.461E-03
1.31660E-01,9.261E-03
1.31670E-01,9.261E-03
1.31680E-01,9.261E-03
1.31690E-01,1.326E-02
1.31700E-01,1.246E-02
1.31710E-01,1.086E-02
1.31720E-01,1.326E-02
1.31730E-01,8.461E-03
1.31740E-01,9.261E-03
1.31750E-01,6.861E-03
1.31760E-01,1.166E-02
1.31770E-01,1.246E-02
1.31780E-01,1.086E-02
1.31790E-01,1.006E-02
1.31800E-01,9.261E-03
1.31810E-01,9.261E-03
1.31820E-01,7.661E-03
1.31830E-01,1.246E-02
1.31840E-01,1.246E-02
1.31850E-01,1.566E-02
1.31860E-01,2.046E-02
1.31870E-01,1.166E-02
1.31880E-01,1.086E-02
1.31890E-01,6.061E-03
1.31900E-01,1.166E-02
1.31910E-01,1.166E-02
1.31920E-01,1.566E-02
1.31930E-01,1.326E-02
1.31940E-01,1.326E-02
1.31950E-01,1.086E-02
1.31960E-01,1.166E-02
1.31970E-01,1.326E-02
1.31980E-01,1.406E-02
1.31990E-01,1.646E-02
1.32000E-01,1.246E-02
1.32010E-01,1.486E-02
1.32020E-01,1.486E-02
1.32030E-01,1.406E-02
1.32040E-01,1.326E-02
1.32050E-01,1.006E-02
1.32060E-01,1.086E-02
1.32070E-01,1.326E-02
1.32080E-01,1.166E-02
1.32090E-01,1.166E-02
1.32100E-01,1.166E-02
1.32110E-01,1.406E-02
1.32120E-01,1.166E-02
1.32130E-01,1.326E-02
1.32140E-01,1.006E-02
1.32150E-01,1.326E-02
1.32160E-01,1.406E-02
1.32170E-01,1.086E-02
1.32180E-01,1.006E-02
1.32190E-01,9.261E-03
1.32200E-01,1.246E-02
1.32210E-01,1.086E-02
1.32220E-01,1.166E-02
1.32230E-01,1.086E-02
1.32240E-01,1.006E-02
1.32250E-01,1.246E-02
1.32260E-01,1.086E-02
1.32270E-01,1.406E-02
1.32280E-01,1.486E-02
1.32290E-01,1.486E-02
1.32300E-01,1.406E-02
1.32310E-01,1.566E-02
1.32320E-01,1.806E-02
1.32330E-01,1.646E-02
1.32340E-01,1.726E-02
1.32350E-01,1.326E-02
1.32360E-01,1.646E-02
1.32370E-01,1.566E-02
1.32380E-01,1.646E-02
1.32390E-01,1.246E-02
1.32400E-01,1.166E-02
1.32410E-01,1.326E-02
1.32420E-01,1.086E-02
1.32430E-01,1.246E-02
1.32440E-01,1.006E-02
1.32450E-01,1.086E-02
1.32460E-01,1.486E-02
1.32470E-01,1.246E-02
1.32480E-01,1.326E-02
1.32490E-01,1.086E-02
1.32500E-01,1.086E-02
1.32510E-01,9.261E-03
1.32520E-01,1.086E-02
1.32530E-01,6.061E-03
1.32540E-01,1.006E-02
1.32550E-01,1.086E-02
1.32560E-01,1.086E-02
1.32570E-01,1.406E-02
1.32580E-01,1.326E-02
1.32590E-01,1.406E-02
1.32600E-01,1.326E-02
1.32610E-01,1.326E-02
1.32620E-01,1.326E-02
1.32630E-01,1.166E-02
1.32640E-01,1.326E-02
1.32650E-01,1.006E-02
1.32660E-01,1.326E-02
1.32670E-01,1.566E-02
1.32680E-01,1.326E-02
1.32690E-01,1.406E-02
1.32700E-01,1.326E-02
1.32710E-01,1.646E-02
1.32720E-01,1.326E-02
1.32730E-01,1.566E-02
1.32740E-01,1.486E-02
1.32750E-01,1.886E-02
1.32760E-01,1.726E-02
1.32770E-01,1.726E-02
1.32780E-01,1.806E-02
1.32790E-01,1.406E-02
1.32800E-01,1.566E-02
1.32810E-01,1.166E-02
1.32820E-01,1.406E-02
1.32830E-01,1.246E-02
1.32840E-01,1.326E-02
1.32850E-01,1.086E-02
1.32860E-01,1.406E-02
1.32870E-01,1.726E-02
1.32880E-01,1.886E-02
1.32890E-01,1.966E-02
1.32900E-01,1.886E-02
1.32910E-01,1.646E-02
1.32920E-01,1.886E-02
1.32930E-01,1.726E-02
1.32940E-01,1.886E-02
1.32950E-01,1.406E-02
1.32960E-01,1.566E-02
1.32970E-01,1.486E-02
1.32980E-01,1.486E-02
1.32990E-01,1.646E-02
1.33000E-01,1.486E-02
1.33010E-01,1.566E-02
1.33020E-01,1.166E-02
1.33030E-01,1.406E-02
1.33040E-01,1.246E-02
1.33050E-01,1.086E-02
1.33060E-01,8.461E-03
1.33070E-01,8.461E-03
1.33080E-01,1.086E-02
1.33090E-01,1.006E-02
1.33100E-01,1.326E-02
1.33110E-01,1.086E-02
1.33120E-01,1.406E-02
1.33130E-01,2.206E-02
1.33140E-01,1.406E-02
1.33150E-01,1.406E-02
1.33160E-01,1.486E-02
1.33170E-01,1.726E-02
1.33180E-01,1.406E-02
1.33190E-01,1.326E-02
1.33200E-01,9.261E-03
1.33210E-01,1.326E-02
1.33220E-01,1.486E-02
1.33230E-01,1.646E-02
1.33240E-01,1.806E-02
1.33250E-01,1.726E-02
1.33260E-01,1.886E-02
1.33270E-01,1.326E-02
1.33280E-01,1.806E-02
1.33290E-01,1.726E-02
1.33300E-01,1.566E-02
1.33310E-01,1.566E-02
1.33320E-01,1.326E-02
1.33330E-01,1.326E-02
1.33340E-01,1.566E-02
1.33350E-01,1.486E-02
1.33360E-01,1.486E-02
1.33370E-01,1.246E-02
1.33380E-01,1.486E-02
1.33390E-01,1.406E-02
1.33400E-01,1.326E-02
1.33410E-01,1.166E-02
1.33420E-01,1.486E-02
1.33430E-01,1.726E-02
1.33440E-01,1.566E-02
1.33450E-01,1.406E-02
1.33460E-01,1.406E-02
1.33470E-01,1.646E-02
1.33480E-01,1.486E-02
1.33490E-01,1.486E-02
1.33500E-01,1.406E-02
1.33510E-01,1.166E-02
1.33520E-01,1.486E-02
1.33530E-01,1.326E-02
1.33540E-01,1.726E-02
1.33550E-01,1.646E-02
1.33560E-01,1.726E-02
1.33570E-01,1.486E-02
1.33580E-01,1.486E-02
1.33590E-01,1.646E-02
1.33600E-01,1.406E-02
1.33610E-01,1.486E-02
1.33620E-01,1.166E-02
1.33630E-01,1.406E-02
1.33640E-01,1.566E-02
1.33650E-01,1.646E-02
1.33660E-01,1.646E-02
1.33670E-01,1.566E-02
1.33680E-01,1.806E-02
1.33690E-01,1.486E-02
1.33700E-01,1.566E-02
1.33710E-01,1.486E-02
1.33720E-01,1.566E-02
1.33730E-01,1.726E-02
1.33740E-01,1.246E-02
1.33750E-01,1.246E-02
1.33760E-01,1.086E-02
1.33770E-01,1.166E-02
1.33780E-01,1.246E-02
1.33790E-01,1.486E-02
1.33800E-01,1.166E-02
1.33810E-01,1.486E-02
1.33820E-01,1.486E-02
1.33830E-01,1.486E-02
1.33840E-01,1.886E-02
1.33850E-01,1.726E-02
1.33860E-01,1.726E-02
1.33870E-01,1.566E-02
1.33880E-01,1.646E-02
1.33890E-01,1.566E-02
1.33900E-01,1.646E-02
1.33910E-01,1.726E-02
1.33920E-01,1.406E-02
1.33930E-01,1.646E-02
1.33940E-01,1.966E-02
1.33950E-01,1.486E-02
1.33960E-01,1.566E-02
1.33970E-01,1.406E-02
1.33980E-01,1.566E-02
1.33990E-01,1.166E-02
1.34000E-01,1.246E-02
1.34010E-01,1.246E-02
1.34020E-01,1.486E-02
1.34030E-01,1.486E-02
1.34040E-01,1.486E-02
1.34050E-01,1.726E-02
1.34060E-01,1.326E-02
1.34070E-01,1.566E-02
1.34080E-01,1.326E-02
1.34090E-01,1.566E-02
1.34100E-01,1.326E-02
1.34110E-01,1.566E-02
1.34120E-01,1.246E-02
1.34130E-01,1.566E-02
1.34140E-01,1.886E-02
1.34150E-01,1.806E-02
1.34160E-01,1.646E-02
1.34170E-01,1.726E-02
1.34180E-01,1.646E-02
1.34190E-01,1.726E-02
1.34200E-01,1.886E-02
1.34210E-01,1.886E-02
1.34220E-01,1.566E-02
1.34230E-01,1.886E-02
1.34240E-01,1.726E-02
1.34250E-01,1.806E-02
1.34260E-01,1.966E-02
1.34270E-01,1.806E-02
1.34280E-01,2.046E-02
1.34290E-01,1.646E-02
1.34300E-01,1.886E-02
1.34310E-01,1.726E-02
1.34320E-01,1.726E-02
1.34330E-01,1.566E-02
1.34340E-01,1.406E-02
1.34350E-01,1.726E-02
1.34360E-01,1.486E-02
1.34370E-01,1.646E-02
1.34380E-01,1.566E-02
1.34390E-01,1.726E-02
1.34400E-01,2.286E-02
1.34410E-01,1.566E-02
1.34420E-01,1.566E-02
1.34430E-01,1.486E-02
1.34440E-01,1.646E-02
1.34450E-01,1.486E-02
1.34460E-01,1.486E-02
1.34470E-01,1.246E-02
1.34480E-01,1.326E-02
1.34490E-01,1.486E-02
1.34500E-01,1.486E-02
1.34510E-01,1.566E-02
1.34520E-01,1.406E-02
1.34530E-01,1.406E-02
1.34540E-01,1.166E-02
1.34550E-01,1.646E-02
1.34560E-01,1.726E-02
1.34570E-01,1.726E-02
1.34580E-01,1.806E-02
1.34590E-01,1.406E-02
1.34600E-01,1.326E-02
1.34610E-01,1.326E-02
1.34620E-01,1.486E-02
1.34630E-01,1.566E-02
1.34640E-01,1.486E-02
1.34650E-01,1.566E-02
1.34660E-01,1.326E-02
1.34670E-01,1.166E-02
1.34680E-01,9.261E-03
1.34690E-01,1.086E-02
1.34700E-01,1.486E-02
1.34710E-01,1.166E-02
1.34720E-01,1.486E-02
1.34730E-01,1.566E-02
1.34740E-01,1.886E-02
1.34750E-01,1.486E-02
1.34760E-01,1.566E-02
1.34770E-01,1.486E-02
1.34780E-01,1.646E-02
1.34790E-01,1.726E-02
1.34800E-01,1.646E-02
1.34810E-01,1.806E-02
1.34820E-01,1.726E-02
1.34830E-01,1.566E-02
1.34840E-01,1.566E-02
1.34850E-01,1.566E-02
1.34860E-01,1.886E-02
1.34870E-01,1.726E-02
1.34880E-01,1.726E-02
1.34890E-01,1.406E-02
1.34900E-01,1.726E-02
1.34910E-01,1.486E-02
1.34920E-01,1.486E-02
1.34930E-01,1.246E-02
1.34940E-01,1.006E-02
1.34950E-01,9.261E-03
1.34960E-01,5.261E-03
1.34970E-01,6.061E-03
1.34980E-01,1.261E-03
1.34990E-01,2.061E-03
1.35000E-01,2.861E-03
1.35010E-01,-1.939E-03
1.35020E-01,-4.339E-03
1.35030E-01,-9.139E-03
1.35040E-01,-1.074E-02
1.35050E-01,-1.474E-02
1.35060E-01,-1.474E-02
1.35070E-01,-1.874E-02
1.35080E-01,-1.634E-02
1.35090E-01,-1.394E-02
1.35100E-01,-1.074E-02
1.35110E-01,-5.139E-03
1.35120E-01,-1.139E-03
1.35130E-01,4.461E-03
1.35140E-01,1.006E-02
1.35150E-01,1.726E-02
1.35160E-01,2.526E-02
1.35170E-01,2.926E-02
1.35180E-01,3.806E-02
1.35190E-01,4.046E-02
1.35200E-01,4.526E-02
1.35210E-01,4.926E-02
1.35220E-01,4.526E-02
1.35230E-01,4.366E-02
1.35240E-01,3.726E-02
1.35250E-01,3.326E-02
1.35260E-01,2.286E-02
1.35270E-01,1.726E-02
1.35280E-01,1.006E-02
1.35290E-01,7.661E-03
1.35300E-01,6.861E-03
1.35310E-01,6.861E-03
1.35320E-01,1.246E-02
1.35330E-01,1.406E-02
1.35340E-01,2.286E-02
1.35350E-01,2.606E-02
1.35360E-01,3.086E-02
1.35370E-01,3.166E-02
1.35380E-01,3.006E-02
1.35390E-01,2.366E-02
1.35400E-01,2.206E-02
1.35410E-01,2.046E-02
1.35420E-01,1.486E-02
1.35430E-01,1.326E-02
1.35440E-01,1.646E-02
1.35450E-01,1.966E-02
1.35460E-01,2.286E-02
1.35470E-01,2.606E-02
1.35480E-01,2.846E-02
1.35490E-01,2.366E-02
1.35500E-01,2.446E-02
1.35510E-01,1.966E-02
1.35520E-01,1.886E-02
1.35530E-01,2.126E-02
1.35540E-01,1.966E-02
1.35550E-01,2.446E-02
1.35560E-01,2.286E-02
1.35570E-01,2.526E-02
1.35580E-01,2.286E-02
1.35590E-01,2.286E-02
1.35600E-01,1.966E-02
1.35610E-01,2.126E-02
1.35620E-01,2.286E-02
1.35630E-01,1.966E-02
1.35640E-01,2.286E-02
1.35650E-01,2.046E-02
1.35660E-01,2.206E-02
1.35670E-01,2.846E-02
1.35680E-01,2.206E-02
1.35690E-01,2.286E-02
1.35700E-01,2.206E-02
1.35710E-01,2.686E-02
1.35720E-01,2.446E-02
1.35730E-01,2.526E-02
1.35740E-01,2.206E-02
1.35750E-01,2.206E-02
1.35760E-01,2.286E-02
1.35770E-01,2.366E-02
1.35780E-01,2.366E-02
1.35790E-01,2.286E-02
1.35800E-01,2.366E-02
1.35810E-01,1.726E-02
1.35820E-01,2.206E-02
1.35830E-01,2.366E-02
1.35840E-01,2.446E-02
1.35850E-01,2.446E-02
1.35860E-01,2.366E-02
1.35870E-01,2.286E-02
1.35880E-01,2.526E-02
1.35890E-01,2.526E-02
1.35900E-01,2.526E-02
1.35910E-01,2.206E-02
1.35920E-01,2.286E-02
1.35930E-01,2.126E-02
1.35940E-01,2.286E-02
1.35950E-01,2.046E-02
1.35960E-01,2.526E-02
1.35970E-01,2.526E-02
1.35980E-01,2.366E-02
1.35990E-01,2.366E-02
1.36000E-01,2.366E-02
1.36010E-01,2.606E-02
1.36020E-01,2.286E-02
1.36030E-01,2.526E-02
1.36040E-01,2.446E-02
1.36050E-01,2.366E-02
1.36060E-01,2.366E-02
1.36070E-01,2.126E-02
1.36080E-01,2.526E-02
1.36090E-01,2.526E-02
1.36100E-01,2.446E-02
1.36110E-01,2.206E-02
1.36120E-01,2.206E-02
1.36130E-01,2.606E-02
1.36140E-01,2.366E-02
1.36150E-01,2.286E-02
1.36160E-01,2.126E-02
1.36170E-01,2.366E-02
1.36180E-01,2.366E-02
1.36190E-01,2.446E-02
1.36200E-01,2.446E-02
1.36210E-01,2.446E-02
1.36220E-01,2.286E-02
1.36230E-01,1.806E-02
1.36240E-01,2.046E-02
1.36250E-01,2.046E-02
1.36260E-01,2.286E-02
1.36270E-01,2.366E-02
1.36280E-01,2.126E-02
1.36290E-01,2.526E-02
1.36300E-01,2.046E-02
1.36310E-01,2.366E-02
1.36320E-01,2.206E-02
1.36330E-01,2.286E-02
1.36340E-01,1.886E-02
1.36350E-01,2.206E-02
1.36360E-01,2.286E-02
1.36370E-01,2.286E-02
1.36380E-01,2.446E-02
1.36390E-01,2.446E-02
1.36400E-01,2.366E-02
1.36410E-01,2.206E-02
1.36420E-01,2.366E-02
1.36430E-01,2.446E-02
1.36440E-01,2.286E-02
1.36450E-01,2.446E-02
1.36460E-01,2.206E-02
1.36470E-01,2.286E-02
1.36480E-01,2.606E-02
1.36490E-01,2.286E-02
1.36500E-01,2.446E-02
1.36510E-01,2.366E-02
1.36520E-01,2.526E-02
1.36530E-01,2.126E-02
1.36540E-01,2.286E-02
1.36550E-01,2.126E-02
1.36560E-01,2.526E-02
1.36570E-01,2.526E-02
1.36580E-01,2.366E-02
1.36590E-01,2.526E-02
1.36600E-01,2.126E-02
1.36610E-01,2.366E-02
1.36620E-01,2.046E-02
1.36630E-01,2.206E-02
1.36640E-01,2.286E-02
1.36650E-01,2.286E-02
1.36660E-01,2.046E-02
1.36670E-01,2.126E-02
1.36680E-01,2.366E-02
1.36690E-01,2.446E-02
1.36700E-01,2.206E-02
1.36710E-01,2.206E-02
1.36720E-01,2.126E-02
1.36730E-01,2.126E-02
1.36740E-01,2.446E-02
1.36750E-01,2.526E-02
1.36760E-01,2.206E-02
1.36770E-01,2.286E-02
1.36780E-01,2.206E-02
1.36790E-01,2.046E-02
1.36800E-01,2.366E-02
1.36810E-01,2.206E-02
1.36820E-01,2.366E-02
1.36830E-01,1.966E-02
1.36840E-01,2.206E-02
1.36850E-01,2.046E-02
1.36860E-01,2.046E-02
1.36870E-01,1.726E-02
1.36880E-01,1.966E-02
1.36890E-01,2.286E-02
1.36900E-01,2.206E-02
1.36910E-01,2.206E-02
1.36920E-01,1.966E-02
1.36930E-01,2.286E-02
1.36940E-01,2.606E-02
1.36950E-01,2.046E-02
1.36960E-01,1.966E-02
1.36970E-01,1.966E-02
1.36980E-01,2.206E-02
1.36990E-01,2.206E-02
1.37000E-01,2.366E-02
1.37010E-01,2.686E-02
1.37020E-01,2.526E-02
1.37030E-01,2.286E-02
1.37040E-01,2.366E-02
1.37050E-01,2.446E-02
1.37060E-01,2.126E-02
1.37070E-01,2.126E-02
1.37080E-01,1.486E-02
1.37090E-01,2.046E-02
1.37100E-01,2.046E-02
1.37110E-01,2.206E-02
1.37120E-01,2.286E-02
1.37130E-01,2.206E-02
1.37140E-01,2.446E-02
1.37150E-01,2.526E-02
1.37160E-01,2.366E-02
1.37170E-01,2.366E-02
1.37180E-01,2.206E-02
1.37190E-01,2.366E-02
1.37200E-01,2.126E-02
1.37210E-01,2.126E-02
1.37220E-01,2.046E-02
1.37230E-01,2.286E-02
1.37240E-01,2.286E-02
1.37250E-01,2.046E-02
1.37260E-01,1.966E-02
1.37270E-01,1.646E-02
1.37280E-01,1.886E-02
1.37290E-01,1.566E-02
1.37300E-01,1.726E-02
1.37310E-01,1.726E-02
1.37320E-01,1.726E-02
1.37330E-01,2.126E-02
1.37340E-01,2.126E-02
1.37350E-01,2.206E-02
1.37360E-01,2.206E-02
1.37370E-01,1.886E-02
1.37380E-01,1.806E-02
1.37390E-01,1.726E-02
1.37400E-01,2.366E-02
1.37410E-01,2.046E-02
1.37420E-01,2.206E-02
1.37430E-01,1.726E-02
1.37440E-01,1.886E-02
1.37450E-01,1.566E-02
1.37460E-01,1.646E-02
1.37470E-01,1.966E-02
1.37480E-01,1.966E-02
1.37490E-01,2.126E-02
1.37500E-01,1.886E-02
1.37510E-01,1.726E-02
1.37520E-01,1.566E-02
1.37530E-01,1.486E-02
1.37540E-01,1.966E-02
1.37550E-01,1.886E-02
1.37560E-01,2.206E-02
1.37570E-01,1.966E-02
1.37580E-01,1.966E-02
1.37590E-01,1.486E-02
1.37600E-01,1.326E-02
1.37610E-01,1.166E-02
1.37620E-01,1.486E-02
1.37630E-01,1.806E-02
1.37640E-01,1.886E-02
1.37650E-01,2.206E-02
1.37660E-01,1.966E-02
1.37670E-01,1.886E-02
1.37680E-01,1.406E-02
1.37690E-01,2.126E-02
1.37700E-01,2.286E-02
1.37710E-01,2.046E-02
1.37720E-01,2.366E-02
1.37730E-01,2.126E-02
1.37740E-01,2.206E-02
1.37750E-01,2.366E-02
1.37760E-01,1.966E-02
1.37770E-01,2.046E-02
1.37780E-01,1.726E-02
1.37790E-01,1.966E-02
1.37800E-01,1.726E-02
1.37810E-01,1.966E-02
1.37820E-01,1.966E-02
1.37830E-01,2.126E-02
1.37840E-01,1.886E-02
1.37850E-01,1.566E-02
1.37860E-01,1.966E-02
1.37870E-01,1.406E-02
1.37880E-01,1.886E-02
1.37890E-01,1.566E-02
1.37900E-01,1.966E-02
1.37910E-01,1.966E-02
1.37920E-01,1.886E-02
1.37930E-01,1.726E-02
1.37940E-01,1.726E-02
1.37950E-01,1.966E-02
1.37960E-01,1.806E-02
1.37970E-01,1.726E-02
1.37980E-01,1.566E-02
1.37990E-01,1.646E-02
1.38000E-01,1.326E-02
1.38010E-01,1.726E-02
1.38020E-01,1.886E-02
1.38030E-01,1.566E-02
1.38040E-01,1.646E-02
1.38050E-01,1.646E-02
1.38060E-01,1.646E-02
1.38070E-01,2.206E-02
1.38080E-01,1.886E-02
1.38090E-01,1.806E-02
1.38100E-01,1.726E-02
1.38110E-01,1.806E-02
1.38120E-01,1.726E-02
1.38130E-01,1.646E-02
1.38140E-01,1.406E-02
1.38150E-01,1.406E-02
1.38160E-01,1.566E-02
1.38170E-01,1.166E-02
1.38180E-01,1.406E-02
1.38190E-01,1.086E-02
1.38200E-01,1.166E-02
1.38210E-01,1.166E-02
1.38220E-01,9.261E-03
1.38230E-01,1.006E-02
1.38240E-01,9.261E-03
1.38250E-01,1.326E-02
1.38260E-01,1.246E-02
1.38270E-01,1.486E-02
1.38280E-01,1.966E-02
1.38290E-01,1.406E-02
1.38300E-01,1.646E-02
1.38310E-01,1.566E-02
1.38320E-01,1.886E-02
1.38330E-01,1.566E-02
1.38340E-01,1.566E-02
1.38350E-01,9.261E-03
1.38360E-01,1.726E-02
1.38370E-01,1.726E-02
1.38380E-01,1.726E-02
1.38390E-01,1.726E-02
1.38400E-01,1.406E-02
1.38410E-01,1.486E-02
1.38420E-01,1.486E-02
1.38430E-01,1.646E-02
1.38440E-01,1.646E-02
1.38450E-01,1.566E-02
1.38460E-01,1.486E-02
1.38470E-01,1.086E-02
1.38480E-01,1.166E-02
1.38490E-01,1.086E-02
1.38500E-01,1.006E-02
1.38510E-01,1.166E-02
1.38520E-01,8.461E-03
1.38530E-01,1.166E-02
1.38540E-01,1.006E-02
1.38550E-01,1.166E-02
1.38560E-01,7.661E-03
1.38570E-01,1.086E-02
1.38580E-01,1.246E-02
1.38590E-01,1.006E-02
1.38600E-01,9.261E-03
1.38610E-01,9.261E-03
1.38620E-01,1.246E-02
1.38630E-01,1.246E-02
1.38640E-01,1.086E-02
1.38650E-01,1.006E-02
1.38660E-01,9.261E-03
1.38670E-01,1.486E-02
1.38680E-01,1.326E-02
1.38690E-01,1.406E-02
1.38700E-01,1.166E-02
1.38710E-01,1.326E-02
1.38720E-01,1.166E-02
1.38730E-01,1.326E-02
1.38740E-01,1.406E-02
1.38750E-01,1.166E-02
1.38760E-01,1.326E-02
1.38770E-01,8.461E-03
1.38780E-01,1.406E-02
1.38790E-01,1.326E-02
1.38800E-01,1.326E-02
1.38810E-01,1.166E-02
1.38820E-01,1.166E-02
1.38830E-01,1.166E-02
1.38840E-01,9.261E-03
1.38850E-01,1.086E-02
1.38860E-01,8.461E-03
1.38870E-01,1.006E-02
1.38880E-01,1.086E-02
1.38890E-01,1.006E-02
1.38900E-01,9.261E-03
1.38910E-01,7.661E-03
1.38920E-01,1.086E-02
1.38930E-01,1.006E-02
1.38940E-01,1.166E-02
1.38950E-01,6.061E-03
1.38960E-01,1.006E-02
1.38970E-01,1.166E-02
1.38980E-01,1.166E-02
1.38990E-01,1.326E-02
1.39000E-01,1.166E-02
1.39010E-01,1.326E-02
1.39020E-01,1.086E-02
1.39030E-01,1.166E-02
1.39040E-01,1.086E-02
1.39050E-01,1.166E-02
1.39060E-01,1.326E-02
1.39070E-01,1.086E-02
1.39080E-01,1.246E-02
1.39090E-01,1.406E-02
1.39100E-01,1.166E-02
1.39110E-01,1.166E-02
1.39120E-01,1.086E-02
1.39130E-01,1.246E-02
1.39140E-01,8.461E-03
1.39150E-01,1.166E-02
1.39160E-01,8.461E-03
1.39170E-01,1.166E-02
1.39180E-01,1.166E-02
1.39190E-01,1.086E-02
1.39200E-01,1.246E-02
1.39210E-01,1.006E-02
1.39220E-01,1.246E-02
1.39230E-01,1.006E-02
1.39240E-01,1.006E-02
1.39250E-01,8.461E-03
1.39260E-01,7.661E-03
1.39270E-01,3.661E-03
1.39280E-01,7.661E-03
1.39290E-01,8.461E-03
1.39300E-01,6.861E-03
1.39310E-01,6.061E-03
1.39320E-01,7.661E-03
