[s],CH1[V]
1.24650E-01,1.486E-02
1.24660E-01,1.246E-02
1.24670E-01,1.486E-02
1.24680E-01,1.086E-02
1.24690E-01,1.326E-02
1.24700E-01,1.486E-02
1.24710E-01,1.406E-02
1.24720E-01,1.326E-02
1.24730E-01,1.326E-02
1.24740E-01,1.646E-02
1.24750E-01,1.006E-02
1.24760E-01,1.326E-02
1.24770E-01,1.086E-02
1.24780E-01,1.246E-02
1.24790E-01,1.166E-02
1.24800E-01,1.086E-02
1.24810E-01,1.086E-02
1.24820E-01,9.261E-03
1.24830E-01,1.166E-02
1.24840E-01,1.006E-02
1.24850E-01,1.086E-02
1.24860E-01,1.086E-02
1.24870E-01,1.166E-02
1.24880E-01,8.461E-03
1.24890E-01,1.166E-02
1.24900E-01,1.326E-02
1.24910E-01,1.166E-02
1.24920E-01,1.166E-02
1.24930E-01,1.006E-02
1.24940E-01,9.261E-03
1.24950E-01,1.086E-02
1.24960E-01,1.086E-02
1.24970E-01,1.246E-02
1.24980E-01,1.006E-02
1.24990E-01,1.326E-02
1.25000E-01,1.246E-02
1.25010E-01,1.086E-02
1.25020E-01,1.246E-02
1.25030E-01,1.166E-02
1.25040E-01,1.246E-02
1.25050E-01,1.006E-02
1.25060E-01,1.086E-02
1.25070E-01,8.461E-03
1.25080E-01,1.006E-02
1.25090E-01,7.661E-03
1.25100E-01,7.661E-03
1.25110E-01,9.261E-03
1.25120E-01,6.861E-03
1.25130E-01,9.261E-03
1.25140E-01,7.661E-03
1.25150E-01,9.261E-03
1.25160E-01,1.326E-02
1.25170E-01,8.461E-03
1.25180E-01,1.006E-02
1.25190E-01,1.006E-02
1.25200E-01,1.406E-02
1.25210E-01,1.006E-02
1.25220E-01,1.166E-02
1.25230E-01,1.166E-02
1.25240E-01,1.006E-02
1.25250E-01,1.006E-02
1.25260E-01,1.086E-02
1.25270E-01,1.246E-02
1.25280E-01,1.246E-02
1.25290E-01,1.246E-02
1.25300E-01,8.461E-03
1.25310E-01,1.246E-02
1.25320E-01,1.166E-02
1.25330E-01,1.246E-02
1.25340E-01,1.326E-02
1.25350E-01,1.086E-02
1.25360E-01,1.166E-02
1.25370E-01,1.086E-02
1.25380E-01,8.461E-03
1.25390E-01,8.461E-03
1.25400E-01,7.661E-03
1.25410E-01,1.006E-02
1.25420E-01,6.061E-03
1.25430E-01,7.661E-03
1.25440E-01,7.661E-03
1.25450E-01,7.661E-03
1.25460E-01,9.261E-03
1.25470E-01,7.661E-03
1.25480E-01,8.461E-03
1.25490E-01,7.661E-03
1.25500E-01,8.461E-03
1.25510E-01,4.461E-03
1.25520E-01,6.061E-03
1.25530E-01,5.261E-03
1.25540E-01,3.661E-03
1.25550E-01,4.461E-03
1.25560E-01,5.261E-03
1.25570E-01,9.261E-03
1.25580E-01,7.661E-03
1.25590E-01,8.461E-03
1.25600E-01,7.661E-03
1.25610E-01,8.461E-03
1.25620E-01,1.246E-02
1.25630E-01,9.261E-03
1.25640E-01,1.326E-02
1.25650E-01,1.006E-02
1.25660E-01,1.086E-02
1.25670E-01,9.261E-03
1.25680E-01,9.261E-03
1.25690E-01,1.246E-02
1.25700E-01,1.006E-02
1.25710E-01,1.326E-02
1.25720E-01,7.661E-03
1.25730E-01,1.166E-02
1.25740E-01,1.086E-02
1.25750E-01,1.246E-02
1.25760E-01,1.086E-02
1.25770E-01,1.166E-02
1.25780E-01,1.246E-02
1.25790E-01,1.166E-02
1.25800E-01,1.406E-02
1.25810E-01,1.166E-02
1.25820E-01,1.486E-02
1.25830E-01,1.486E-02
1.25840E-01,1.246E-02
1.25850E-01,1.326E-02
1.25860E-01,1.166E-02
1.25870E-01,1.326E-02
1.25880E-01,1.166E-02
1.25890E-01,1.246E-02
1.25900E-01,8.461E-03
1.25910E-01,1.006E-02
1.25920E-01,1.006E-02
1.25930E-01,9.261E-03
1.25940E-01,1.006E-02
1.25950E-01,8.461E-03
1.25960E-01,9.261E-03
1.25970E-01,6.861E-03
1.25980E-01,9.261E-03
1.25990E-01,9.261E-03
1.26000E-01,1.006E-02
1.26010E-01,1.086E-02
1.26020E-01,8.461E-03
1.26030E-01,9.261E-03
1.26040E-01,1.486E-02
1.26050E-01,1.326E-02
1.26060E-01,1.566E-02
1.26070E-01,1.406E-02
1.26080E-01,1.566E-02
1.26090E-01,1.006E-02
1.26100E-01,1.006E-02
1.26110E-01,9.261E-03
1.26120E-01,1.086E-02
1.26130E-01,1.326E-02
1.26140E-01,1.166E-02
1.26150E-01,1.566E-02
1.26160E-01,8.461E-03
1.26170E-01,9.261E-03
1.26180E-01,2.861E-03
1.26190E-01,8.461E-03
1.26200E-01,1.006E-02
1.26210E-01,1.086E-02
1.26220E-01,1.166E-02
1.26230E-01,1.006E-02
1.26240E-01,1.086E-02
1.26250E-01,8.461E-03
1.26260E-01,8.461E-03
1.26270E-01,1.086E-02
1.26280E-01,1.166E-02
1.26290E-01,8.461E-03
1.26300E-01,1.486E-02
1.26310E-01,1.486E-02
1.26320E-01,1.326E-02
1.26330E-01,1.326E-02
1.26340E-01,1.246E-02
1.26350E-01,1.086E-02
1.26360E-01,1.406E-02
1.26370E-01,1.246E-02
1.26380E-01,1.326E-02
1.26390E-01,1.086E-02
1.26400E-01,1.326E-02
1.26410E-01,1.326E-02
1.26420E-01,1.086E-02
1.26430E-01,1.006E-02
1.26440E-01,1.006E-02
1.26450E-01,1.326E-02
1.26460E-01,9.261E-03
1.26470E-01,1.166E-02
1.26480E-01,1.006E-02
1.26490E-01,1.166E-02
1.26500E-01,1.246E-02
1.26510E-01,1.006E-02
1.26520E-01,1.326E-02
1.26530E-01,1.086E-02
1.26540E-01,1.406E-02
1.26550E-01,1.166E-02
1.26560E-01,1.486E-02
1.26570E-01,1.966E-02
1.26580E-01,1.326E-02
1.26590E-01,1.326E-02
1.26600E-01,1.166E-02
1.26610E-01,1.486E-02
1.26620E-01,1.486E-02
1.26630E-01,1.566E-02
1.26640E-01,1.246E-02
1.26650E-01,1.406E-02
1.26660E-01,1.326E-02
1.26670E-01,1.406E-02
1.26680E-01,1.326E-02
1.26690E-01,1.406E-02
1.26700E-01,1.486E-02
1.26710E-01,1.006E-02
1.26720E-01,1.406E-02
1.26730E-01,1.406E-02
1.26740E-01,1.486E-02
1.26750E-01,1.566E-02
1.26760E-01,1.486E-02
1.26770E-01,1.646E-02
1.26780E-01,1.806E-02
1.26790E-01,1.566E-02
1.26800E-01,1.486E-02
1.26810E-01,1.326E-02
1.26820E-01,1.486E-02
1.26830E-01,1.406E-02
1.26840E-01,1.406E-02
1.26850E-01,1.326E-02
1.26860E-01,1.486E-02
1.26870E-01,1.646E-02
1.26880E-01,1.406E-02
1.26890E-01,1.486E-02
1.26900E-01,1.406E-02
1.26910E-01,1.646E-02
1.26920E-01,1.326E-02
1.26930E-01,1.646E-02
1.26940E-01,1.726E-02
1.26950E-01,1.886E-02
1.26960E-01,1.726E-02
1.26970E-01,1.806E-02
1.26980E-01,1.966E-02
1.26990E-01,1.886E-02
1.27000E-01,1.886E-02
1.27010E-01,1.646E-02
1.27020E-01,1.646E-02
1.27030E-01,2.206E-02
1.27040E-01,1.726E-02
1.27050E-01,1.806E-02
1.27060E-01,1.566E-02
1.27070E-01,1.886E-02
1.27080E-01,1.886E-02
1.27090E-01,1.886E-02
1.27100E-01,1.966E-02
1.27110E-01,1.886E-02
1.27120E-01,2.126E-02
1.27130E-01,1.886E-02
1.27140E-01,2.206E-02
1.27150E-01,1.966E-02
1.27160E-01,2.126E-02
1.27170E-01,2.046E-02
1.27180E-01,1.966E-02
1.27190E-01,2.126E-02
1.27200E-01,1.806E-02
1.27210E-01,1.966E-02
1.27220E-01,1.966E-02
1.27230E-01,2.046E-02
1.27240E-01,2.206E-02
1.27250E-01,2.046E-02
1.27260E-01,1.966E-02
1.27270E-01,1.726E-02
1.27280E-01,2.046E-02
1.27290E-01,1.886E-02
1.27300E-01,1.966E-02
1.27310E-01,1.326E-02
1.27320E-01,1.726E-02
1.27330E-01,1.966E-02
1.27340E-01,1.726E-02
1.27350E-01,2.206E-02
1.27360E-01,2.126E-02
1.27370E-01,2.286E-02
1.27380E-01,2.366E-02
1.27390E-01,2.366E-02
1.27400E-01,2.526E-02
1.27410E-01,2.286E-02
1.27420E-01,2.286E-02
1.27430E-01,2.046E-02
1.27440E-01,2.206E-02
1.27450E-01,2.366E-02
1.27460E-01,2.286E-02
1.27470E-01,2.366E-02
1.27480E-01,2.206E-02
1.27490E-01,2.606E-02
1.27500E-01,2.286E-02
1.27510E-01,2.366E-02
1.27520E-01,2.126E-02
1.27530E-01,2.446E-02
1.27540E-01,2.286E-02
1.27550E-01,2.286E-02
1.27560E-01,2.366E-02
1.27570E-01,2.206E-02
1.27580E-01,2.526E-02
1.27590E-01,2.206E-02
1.27600E-01,2.286E-02
1.27610E-01,2.286E-02
1.27620E-01,2.046E-02
1.27630E-01,1.806E-02
1.27640E-01,2.046E-02
1.27650E-01,2.286E-02
1.27660E-01,2.126E-02
1.27670E-01,2.046E-02
1.27680E-01,2.126E-02
1.27690E-01,2.286E-02
1.27700E-01,2.286E-02
1.27710E-01,2.526E-02
1.27720E-01,2.766E-02
1.27730E-01,2.526E-02
1.27740E-01,2.526E-02
1.27750E-01,2.446E-02
1.27760E-01,2.366E-02
1.27770E-01,2.766E-02
1.27780E-01,2.366E-02
1.27790E-01,2.366E-02
1.27800E-01,2.206E-02
1.27810E-01,2.526E-02
1.27820E-01,2.366E-02
1.27830E-01,2.366E-02
1.27840E-01,2.126E-02
1.27850E-01,2.366E-02
1.27860E-01,2.526E-02
1.27870E-01,2.366E-02
1.27880E-01,2.366E-02
1.27890E-01,2.206E-02
1.27900E-01,2.366E-02
1.27910E-01,2.846E-02
1.27920E-01,2.206E-02
1.27930E-01,2.206E-02
1.27940E-01,1.966E-02
1.27950E-01,2.286E-02
1.27960E-01,1.966E-02
1.27970E-01,2.286E-02
1.27980E-01,2.606E-02
1.27990E-01,2.366E-02
1.28000E-01,2.446E-02
1.28010E-01,2.286E-02
1.28020E-01,2.686E-02
1.28030E-01,2.446E-02
1.28040E-01,2.446E-02
1.28050E-01,1.726E-02
1.28060E-01,2.446E-02
1.28070E-01,2.606E-02
1.28080E-01,2.606E-02
1.28090E-01,2.606E-02
1.28100E-01,2.446E-02
1.28110E-01,2.526E-02
1.28120E-01,2.606E-02
1.28130E-01,2.606E-02
1.28140E-01,2.446E-02
1.28150E-01,2.286E-02
1.28160E-01,2.526E-02
1.28170E-01,2.206E-02
1.28180E-01,2.366E-02
1.28190E-01,2.526E-02
1.28200E-01,2.526E-02
1.28210E-01,2.766E-02
1.28220E-01,2.526E-02
1.28230E-01,2.446E-02
1.28240E-01,1.966E-02
1.28250E-01,2.126E-02
1.28260E-01,1.726E-02
1.28270E-01,2.046E-02
1.28280E-01,1.966E-02
1.28290E-01,1.726E-02
1.28300E-01,1.726E-02
1.28310E-01,1.806E-02
1.28320E-01,2.286E-02
1.28330E-01,2.126E-02
1.28340E-01,2.206E-02
1.28350E-01,2.126E-02
1.28360E-01,2.206E-02
1.28370E-01,2.606E-02
1.28380E-01,2.366E-02
1.28390E-01,2.686E-02
1.28400E-01,2.526E-02
1.28410E-01,2.606E-02
1.28420E-01,2.366E-02
1.28430E-01,2.446E-02
1.28440E-01,2.526E-02
1.28450E-01,2.286E-02
1.28460E-01,2.366E-02
1.28470E-01,2.046E-02
1.28480E-01,2.286E-02
1.28490E-01,2.126E-02
1.28500E-01,2.286E-02
1.28510E-01,2.046E-02
1.28520E-01,2.206E-02
1.28530E-01,2.366E-02
1.28540E-01,2.126E-02
1.28550E-01,2.286E-02
1.28560E-01,2.206E-02
1.28570E-01,2.366E-02
1.28580E-01,2.526E-02
1.28590E-01,2.286E-02
1.28600E-01,2.286E-02
1.28610E-01,2.286E-02
1.28620E-01,2.526E-02
1.28630E-01,2.446E-02
1.28640E-01,2.526E-02
1.28650E-01,2.206E-02
1.28660E-01,2.446E-02
1.28670E-01,2.606E-02
1.28680E-01,2.446E-02
1.28690E-01,2.766E-02
1.28700E-01,2.526E-02
1.28710E-01,2.446E-02
1.28720E-01,2.126E-02
1.28730E-01,2.206E-02
1.28740E-01,2.206E-02
1.28750E-01,2.046E-02
1.28760E-01,2.446E-02
1.28770E-01,2.286E-02
1.28780E-01,2.526E-02
1.28790E-01,2.766E-02
1.28800E-01,2.366E-02
1.28810E-01,2.526E-02
1.28820E-01,2.366E-02
1.28830E-01,2.446E-02
1.28840E-01,2.206E-02
1.28850E-01,2.606E-02
1.28860E-01,2.446E-02
1.28870E-01,2.606E-02
1.28880E-01,2.446E-02
1.28890E-01,2.046E-02
1.28900E-01,2.366E-02
1.28910E-01,1.886E-02
1.28920E-01,2.286E-02
1.28930E-01,2.206E-02
1.28940E-01,2.686E-02
1.28950E-01,2.686E-02
1.28960E-01,2.526E-02
1.28970E-01,2.126E-02
1.28980E-01,1.966E-02
1.28990E-01,2.046E-02
1.29000E-01,1.966E-02
1.29010E-01,1.966E-02
1.29020E-01,2.126E-02
1.29030E-01,2.206E-02
1.29040E-01,1.726E-02
1.29050E-01,2.046E-02
1.29060E-01,2.206E-02
1.29070E-01,1.966E-02
1.29080E-01,2.286E-02
1.29090E-01,2.286E-02
1.29100E-01,2.206E-02
1.29110E-01,2.766E-02
1.29120E-01,2.206E-02
1.29130E-01,2.286E-02
1.29140E-01,1.886E-02
1.29150E-01,2.286E-02
1.29160E-01,2.286E-02
1.29170E-01,2.286E-02
1.29180E-01,2.126E-02
1.29190E-01,2.046E-02
1.29200E-01,2.126E-02
1.29210E-01,1.886E-02
1.29220E-01,2.046E-02
1.29230E-01,1.806E-02
1.29240E-01,1.886E-02
1.29250E-01,1.966E-02
1.29260E-01,1.886E-02
1.29270E-01,2.046E-02
1.29280E-01,1.966E-02
1.29290E-01,2.286E-02
1.29300E-01,2.126E-02
1.29310E-01,2.206E-02
1.29320E-01,2.606E-02
1.29330E-01,2.126E-02
1.29340E-01,2.206E-02
1.29350E-01,2.366E-02
1.29360E-01,2.526E-02
1.29370E-01,2.366E-02
1.29380E-01,2.366E-02
1.29390E-01,1.726E-02
1.29400E-01,1.966E-02
1.29410E-01,2.046E-02
1.29420E-01,1.966E-02
1.29430E-01,1.886E-02
1.29440E-01,1.726E-02
1.29450E-01,1.966E-02
1.29460E-01,1.726E-02
1.29470E-01,1.886E-02
1.29480E-01,2.126E-02
1.29490E-01,2.046E-02
1.29500E-01,2.046E-02
1.29510E-01,1.886E-02
1.29520E-01,2.046E-02
1.29530E-01,1.966E-02
1.29540E-01,2.126E-02
1.29550E-01,2.126E-02
1.29560E-01,1.966E-02
1.29570E-01,2.126E-02
1.29580E-01,1.886E-02
1.29590E-01,2.046E-02
1.29600E-01,1.646E-02
1.29610E-01,1.966E-02
1.29620E-01,2.046E-02
1.29630E-01,1.886E-02
1.29640E-01,1.966E-02
1.29650E-01,1.966E-02
1.29660E-01,2.286E-02
1.29670E-01,2.206E-02
1.29680E-01,1.966E-02
1.29690E-01,1.886E-02
1.29700E-01,1.966E-02
1.29710E-01,2.286E-02
1.29720E-01,2.126E-02
1.29730E-01,2.366E-02
1.29740E-01,2.366E-02
1.29750E-01,2.526E-02
1.29760E-01,2.366E-02
1.29770E-01,2.286E-02
1.29780E-01,2.366E-02
1.29790E-01,2.206E-02
1.29800E-01,2.206E-02
1.29810E-01,1.726E-02
1.29820E-01,2.046E-02
1.29830E-01,1.886E-02
1.29840E-01,1.966E-02
1.29850E-01,1.966E-02
1.29860E-01,1.966E-02
1.29870E-01,1.966E-02
1.29880E-01,1.806E-02
1.29890E-01,1.966E-02
1.29900E-01,1.806E-02
1.29910E-01,2.206E-02
1.29920E-01,2.126E-02
1.29930E-01,1.886E-02
1.29940E-01,1.966E-02
1.29950E-01,1.806E-02
1.29960E-01,1.966E-02
1.29970E-01,1.726E-02
1.29980E-01,1.966E-02
1.29990E-01,1.486E-02
1.30000E-01,1.726E-02
1.30010E-01,1.726E-02
